,date,link,speaker,tag,time duration,title,view
236,2010-11-24,https://www.ted.com/talks/jason_fried_why_work_doesn_t_happen_at_work,Jason Fried,"['TEDx', 'business', 'creativity', 'culture', 'design', 'technology', 'work']",15:21,Why work doesn't happen at work,6031827
237,2007-04-16,https://www.ted.com/talks/richard_dawkins_militant_atheism,Richard Dawkins,"['God', 'atheism', 'culture', 'religion', 'science']",29:10,Militant atheism,6004247
238,2017-02-07,https://www.ted.com/talks/thordis_elva_and_tom_stranger_our_story_of_rape_and_reconciliation,Thordis Elva and Tom Stranger,"['activism', 'collaboration', 'communication', 'sexual violence', 'humanity', 'identity', 'personal growth', 'social change', 'society', 'women', 'men']",19:06,Our story of rape and reconciliation,5975939
239,2013-01-18,https://www.ted.com/talks/colin_stokes_how_movies_teach_manhood,Colin Stokes,"['TEDx', 'culture', 'film', 'identity', 'men', 'parenting', 'movies']",12:53,How movies teach manhood,5964996
240,2010-03-17,https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world,Jane McGonigal,"['computers', 'design', 'entertainment', 'gaming', 'global issues', 'play']",20:03,Gaming can make a better world,5963096
241,2012-05-10,https://www.ted.com/talks/joshua_foer_feats_of_memory_anyone_can_do,Joshua Foer,"['brain', 'culture', 'memory', 'neuroscience', 'science', 'cognitive science', 'psychology', 'mind', 'intelligence']",20:28,Feats of memory anyone can do,5952431
242,2014-05-14,https://www.ted.com/talks/kevin_briggs_the_bridge_between_suicide_and_life,Kevin Briggs,"['culture', 'depression', 'mental health', 'suicide']",14:13,The bridge between suicide and life,5930664
243,2013-12-23,https://www.ted.com/talks/diana_nyad_never_ever_give_up,Diana Nyad,"['aging', 'culture', 'extreme sports', 'goal-setting']",15:35,"Never, ever give up",5921938
244,2007-05-27,https://www.ted.com/talks/blaise_aguera_y_arcas_how_photosynth_can_connect_the_world_s_images,Blaise Agüera y Arcas,"['collaboration', 'demo', 'microsoft', 'photography', 'software', 'technology', 'visualizations', 'virtual reality']", 7:30,How PhotoSynth can connect the world's images,5919263
245,2010-02-24,https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds,Temple Grandin,"['Autism spectrum disorder', 'animals', 'brain', 'design', 'education', 'invention', 'mental health', 'science', 'technology']",19:43,The world needs all kinds of minds,5888977
246,2018-01-02,https://www.ted.com/talks/lisa_feldman_barrett_you_aren_t_at_the_mercy_of_your_emotions_your_brain_creates_them,Lisa Feldman Barrett,"['emotions', 'brain', 'science', 'humanity', 'society', 'personal growth']",18:15,You aren't at the mercy of your emotions — your brain creates them,5886996
247,2019-04-12,https://www.ted.com/talks/jessica_smith_mansa_musa_one_of_the_wealthiest_people_who_ever_lived,Jessica Smith,"['history', 'religion', 'money', 'Africa', 'ancient world', 'culture', 'world cultures', 'TED-Ed', 'animation']", 3:39,"Mansa Musa, one of the wealthiest people who ever lived",5872361
248,2011-05-11,https://www.ted.com/talks/ron_gutman_the_hidden_power_of_smiling,Ron Gutman,"['body language', 'culture', 'happiness', 'science', 'society', 'emotions']", 7:26,The hidden power of smiling,5865325
249,2011-03-09,https://www.ted.com/talks/sal_khan_let_s_use_video_to_reinvent_education,Sal Khan,"['culture', 'education', 'global issues', 'online video', 'teaching']",20:27,Let's use video to reinvent education,5793316
250,2014-09-11,https://www.ted.com/talks/hans_and_ola_rosling_how_not_to_be_ignorant_about_the_world,Hans and Ola Rosling,"['global issues', 'health', 'statistics']",19:05,How not to be ignorant about the world,5773725
251,2012-11-23,https://www.ted.com/talks/candy_chang_before_i_die_i_want_to,Candy Chang,"['TED Fellows', 'cities', 'community', 'death', 'art', 'public spaces']", 6:20,Before I die I want to ...,5773296
252,2008-08-20,https://www.ted.com/talks/lennart_green_close_up_card_magic_with_a_twist,Lennart Green,"['entertainment', 'humor', 'illusion', 'magic']",31:08,Close-up card magic with a twist,5751561
253,2019-02-22,https://www.ted.com/talks/stephen_bax_the_world_s_most_mysterious_book,Stephen Bax,"['anthropology', 'history', 'literature', 'TED-Ed', 'books', 'animation', 'book', 'culture', 'world cultures']", 4:22,The world's most mysterious book,5698731
254,2016-04-08,https://www.ted.com/talks/linus_torvalds_the_mind_behind_linux,Linus Torvalds,"['code', 'data', 'computers', 'communication', 'engineering', 'Internet', 'invention', 'interview', 'programming', 'technology', 'web']",21:30,The mind behind Linux,5682162
255,2018-07-19,https://www.ted.com/talks/stephen_webb_where_are_all_the_aliens,Stephen Webb,"['astronomy', 'cosmos', 'universe', 'science', 'space', 'physics', 'time', 'exploration', 'Planets']",13:18,Where are all the aliens?,5680936
256,2017-10-13,https://www.ted.com/talks/elif_shafak_the_revolutionary_power_of_diverse_thought,Elif Shafak,"['culture', 'complexity', 'global issues', 'identity', 'humanity', 'leadership', 'politics', 'social change', 'society', 'writing', 'women', 'democracy']",21:58,The revolutionary power of diverse thought,5676221
257,2015-09-02,https://www.ted.com/talks/jamie_bartlett_how_the_mysterious_dark_net_is_going_mainstream,Jamie Bartlett,"['Internet', 'business', 'crime', 'economics', 'privacy', 'shopping', 'social media', 'encryption']",14:15,How the mysterious dark net is going mainstream,5669094
258,2018-10-02,https://www.ted.com/talks/adam_carroll_what_playing_monopoly_with_real_money_taught_me_about_my_kids_and_humanity,Adam Carroll,"['psychology', 'finance', 'family', 'money', 'decision-making', 'gaming']",15:41,What playing Monopoly with real money taught me about my kids—and humanity,5649609
259,2019-04-05,https://www.ted.com/talks/amy_adkins_the_myth_of_icarus_and_daedalus,Amy Adkins,"['anthropology', 'history', 'literature', 'psychology', 'religion', 'culture', 'ancient world', 'world cultures', 'TED-Ed', 'animation']", 4:54,The myth of Icarus and Daedalus,5635929
260,2012-08-03,https://www.ted.com/talks/mark_applebaum_the_mad_scientist_of_music,Mark Applebaum,"['TEDx', 'art', 'composing', 'music', 'creativity', 'live music', 'entertainment']",16:50,The mad scientist of music,5614214
261,2011-05-02,https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles,Eli Pariser,"['culture', 'global issues', 'journalism', 'politics', 'technology']", 9:04,"Beware online ""filter bubbles""",5602359
262,2012-05-16,https://www.ted.com/talks/david_kelley_how_to_build_your_creative_confidence,David Kelley,"['creativity', 'design', 'fear', 'technology']",11:46,How to build your creative confidence,5585831
263,2017-04-04,https://www.ted.com/talks/katie_bouman_how_to_take_a_picture_of_a_black_hole,Katie Bouman,"['astronomy', 'collaboration', 'exploration', 'innovation', 'nature', 'science', 'physics', 'science and art', 'technology', 'universe', 'TEDx', 'visualizations', 'space', 'telescopes']",12:51,How to take a picture of a black hole,5577692
264,2015-05-12,https://www.ted.com/talks/elora_hardy_magical_houses_made_of_bamboo,Elora Hardy,"['architecture', 'design', 'sustainability']",10:17,"Magical houses, made of bamboo",5575951
265,2019-08-20,https://www.ted.com/talks/joseph_gordon_levitt_how_craving_attention_makes_you_less_creative,Joseph Gordon-Levitt,"['creativity', 'collaboration', 'social media', 'culture', 'art', 'community']",13:15,How craving attention makes you less creative,5569908
266,2012-07-26,https://www.ted.com/talks/ramesh_raskar_imaging_at_a_trillion_frames_per_second,Ramesh Raskar,"['innovation', 'invention', 'photography', 'technology']",11:02,Imaging at a trillion frames per second,5568211
267,2018-07-03,https://www.ted.com/talks/alison_ledgerwood_a_simple_trick_to_improve_positive_thinking,Alison Ledgerwood,"['psychology', 'failure', 'self', 'life', 'cognitive science', 'identity', 'mind', 'personality', 'communication']",10:00,A simple trick to improve positive thinking,5559292
268,2014-02-19,https://www.ted.com/talks/roselinde_torres_what_it_takes_to_be_a_great_leader,Roselinde Torres,"['business', 'leadership', 'motivation', 'women in business']", 9:19,What it takes to be a great leader,5558430
269,2019-01-28,https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate_change,Greta Thunberg,"['climate change', 'environment', 'sustainability', 'politics', 'education', 'society', 'social change', 'pollution', 'Anthropocene']",11:12,The disarming case to act right now on climate change,5552803
270,2020-09-18,https://www.ted.com/talks/kid_cudi_kid_cudi_goes_back_to_high_school_and_shares_what_he_s_learned,Kid Cudi,"['life', 'personal growth', 'music']",18:59,Kid Cudi goes back to high school — and shares what he's learned,5537538
271,2017-08-15,https://www.ted.com/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas,Manoush Zomorodi,"['addiction', 'brain', 'cognitive science', 'creativity', 'communication', 'entertainment', 'social media', 'personal growth']",16:13,How boredom can lead to your most brilliant ideas,5537454
272,2017-12-01,https://www.ted.com/talks/luvvie_ajayi_get_comfortable_with_being_uncomfortable,Luvvie Ajayi,"['fear', 'communication', 'humanity', 'race', 'inequality', 'identity', 'personal growth', 'motivation', 'social change', 'success', 'society', 'writing']",10:54,Get comfortable with being uncomfortable,5533652
273,2015-04-06,https://www.ted.com/talks/bel_pesce_5_ways_to_kill_your_dreams,Bel Pesce,"['TED Fellows', 'entrepreneur', 'innovation', 'life']", 6:11,5 ways to kill your dreams,5532159
274,2008-12-16,https://www.ted.com/talks/dan_gilbert_why_we_make_bad_decisions,Dan Gilbert,"['brain', 'choice', 'culture', 'entertainment', 'goal-setting', 'happiness', 'psychology', 'self', 'society']",33:38,Why we make bad decisions,5523098
275,2013-05-31,https://www.ted.com/talks/lisa_bu_how_books_can_open_your_mind,Lisa Bu,"['creativity', 'culture', 'entertainment', 'library', 'literature', 'introvert']", 6:16,How books can open your mind,5516728
276,2019-02-15,https://www.ted.com/talks/kate_messner_how_to_build_a_fictional_world,Kate Messner,"['literature', 'TED-Ed', 'animation', 'movies', 'writing', 'culture', 'science fiction', 'book', 'books']", 5:03,How to build a fictional world,5512198
277,2014-08-15,https://www.ted.com/talks/clint_smith_the_danger_of_silence,Clint Smith,"['poetry', 'social change', 'spoken word']", 4:18,The danger of silence,5508749
278,2019-03-01,https://www.ted.com/talks/j_v_maranto_history_s_deadliest_colors,J. V. Maranto,"['anthropology', 'design', 'health', 'history', 'public health', 'technology', 'invention', 'animation', 'TED-Ed', 'nuclear energy']", 5:00,History's deadliest colors,5487430
279,2010-04-19,https://www.ted.com/talks/james_randi_homeopathy_quackery_and_fraud,James Randi,"['culture', 'health', 'magic', 'science']",17:19,"Homeopathy, quackery and fraud",5468227
280,2011-01-03,https://www.ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep,Arianna Huffington,"['business', 'culture', 'entertainment', 'productivity', 'sleep']", 4:10,How to succeed? Get more sleep,5414187
281,2015-04-14,https://www.ted.com/talks/takaharu_tezuka_the_best_kindergarten_you_ve_ever_seen,Takaharu Tezuka,"['TEDx', 'architecture', 'children', 'design', 'education', 'play', 'youth']", 9:47,The best kindergarten you’ve ever seen,5405849
282,2019-04-01,https://www.ted.com/talks/chad_orzel_schrodinger_s_cat_a_thought_experiment_in_quantum_mechanics,Chad Orzel,"['TED-Ed', 'animation', 'animals', 'physics', 'science', 'quantum physics']", 4:22,Schrödinger's cat: A thought experiment in quantum mechanics,5405816
283,2016-09-29,https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it,Sam Harris,"['brain', 'AI', 'choice', 'history', 'future', 'humanity', 'innovation', 'intelligence', 'invention', 'mind', 'machine learning', 'neuroscience', 'potential', 'robots', 'science', 'technology', 'society']",14:27,Can we build AI without losing control over it?,5401720
284,2014-04-25,https://www.ted.com/talks/elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating,Elizabeth Gilbert,"['creativity', 'failure', 'success', 'writing']", 7:18,"Success, failure and the drive to keep creating",5399961
285,2007-09-06,https://www.ted.com/talks/theo_jansen_my_creations_a_new_form_of_life,Theo Jansen,"['animals', 'art', 'biomechanics', 'creativity', 'demo', 'design', 'entertainment', 'technology', 'science and art']", 8:13,"My creations, a new form of life",5374868
286,2019-05-20,https://www.ted.com/talks/brittany_packnett_how_to_build_your_confidence_and_spark_it_in_others,Brittany Packnett,"['personal growth', 'community', 'potential', 'communication', 'society']",13:30,How to build your confidence — and spark it in others,5365745
287,2016-03-07,https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection,Reshma Saujani,"['children', 'computers', 'future', 'education', 'inequality', 'innovation', 'personal growth', 'motivation', 'potential', 'programming', 'social change', 'teaching', 'software', 'women', 'code']",12:39,"Teach girls bravery, not perfection",5364658
288,2010-05-17,https://www.ted.com/talks/william_li_can_we_eat_to_starve_cancer,William Li,"['cancer', 'food', 'medicine', 'science', 'technology']",20:02,Can we eat to starve cancer?,5357620
289,2012-07-06,https://www.ted.com/talks/usman_riaz_preston_reed_a_young_guitarist_meets_his_hero,Usman Riaz + Preston Reed,"['TED Fellows', 'entertainment', 'live music', 'music']",16:50,A young guitarist meets his hero,5348205
290,2019-04-01,https://www.ted.com/talks/david_lunney_where_does_gold_come_from,David Lunney,"['anthropology', 'history', 'space', 'animation', 'TED-Ed', 'resources', 'science']", 4:19,Where does gold come from?,5331073
291,2019-03-01,https://www.ted.com/talks/megan_campisi_and_pen_pen_chen_the_myth_behind_the_chinese_zodiac,Megan Campisi and Pen-Pen Chen,"['history', 'culture', 'world cultures', 'ancient world', 'animals', 'TED-Ed', 'china', 'space', 'animation', 'Asia']", 4:02,The myth behind the Chinese zodiac,5323428
292,2019-02-15,https://www.ted.com/talks/alex_gendler_the_wars_that_inspired_game_of_thrones,Alex Gendler,"['history', 'war', 'animation', 'TED-Ed', 'television']", 5:45,The wars that inspired Game of Thrones,5317622
293,2015-02-13,https://www.ted.com/talks/hannah_fry_the_mathematics_of_love,Hannah Fry,"['TED Books', 'TEDx', 'love', 'math', 'statistics', 'relationships']",17:02,The mathematics of love,5317113
294,2014-10-13,https://www.ted.com/talks/jeff_iliff_one_more_reason_to_get_a_good_night_s_sleep,Jeff Iliff,"['brain', 'mind', 'neuroscience', 'science', 'sleep', 'cognitive science', 'mental health', 'history', 'health', 'memory', 'medical research']",11:41,One more reason to get a good night's sleep,5310401
295,2013-05-07,https://www.ted.com/talks/shaolan_learn_to_read_chinese_with_ease,ShaoLan,"['china', 'education', 'language']", 6:10,Learn to read Chinese ... with ease!,5294700
296,2011-10-05,https://www.ted.com/talks/graham_hill_less_stuff_more_happiness,Graham Hill,"['consumerism', 'culture', 'design', 'happiness', 'media', 'simplicity']", 5:49,"Less stuff, more happiness",5293159
297,2013-08-16,https://www.ted.com/talks/may_el_khalil_making_peace_is_a_marathon,May El-Khalil,"['culture', 'global issues', 'sports', 'violence', 'war']",10:16,Making peace is a marathon,5292250
298,2019-03-01,https://www.ted.com/talks/lisa_winer_can_you_solve_the_river_crossing_riddle,Lisa Winer,"['creativity', 'memory', 'water', 'rivers', 'TED-Ed', 'math', 'animals', 'animation', 'natural disaster']", 3:58,Can you solve the river crossing riddle?,5290641
299,2012-03-01,https://www.ted.com/talks/vijay_kumar_robots_that_fly_and_cooperate,Vijay Kumar,"['AI', 'drones', 'robots', 'technology']",16:46,Robots that fly ... and cooperate,5289560
300,2015-06-08,https://www.ted.com/talks/suki_kim_this_is_what_it_s_like_to_go_undercover_in_north_korea,Suki Kim,['politics'],12:32,This is what it's like to go undercover in North Korea,5283612
301,2019-02-15,https://www.ted.com/talks/judd_a_schorr_can_you_solve_the_airplane_riddle,Judd A. Schorr,"['memory', 'math', 'TED-Ed', 'animation']", 4:17,Can you solve the airplane riddle?,5259395
302,2013-06-03,https://www.ted.com/talks/andrew_solomon_love_no_matter_what,Andrew Solomon,"['children', 'culture', 'disability', 'family', 'love', 'mental health']",23:27,"Love, no matter what",5251695
303,2020-01-16,https://www.ted.com/talks/amy_adkins_why_do_we_dream,Amy Adkins,"['consciousness', 'history', 'personality', 'philosophy', 'psychology', 'brain', 'sleep', 'education', 'TED-Ed', 'animation']", 5:22,Why do we dream?,5243399
304,2019-03-15,https://www.ted.com/talks/deanna_pucciarelli_the_history_of_chocolate,Deanna Pucciarelli,"['anthropology', 'design', 'health', 'history', 'world cultures', 'animation', 'culture', 'TED-Ed', 'food', 'innovation']", 4:20,The history of chocolate,5217894
305,2017-04-28,https://www.ted.com/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s,Lisa Genova,"['aging', 'biomechanics', 'disease', 'future', 'genetics', 'health', 'medical research', 'mental health', ""Alzheimer's"", 'mind', 'science', 'neuroscience']",13:56,What you can do to prevent Alzheimer's,5210874
306,2007-10-21,https://www.ted.com/talks/vs_ramachandran_3_clues_to_understanding_your_brain,VS Ramachandran,"['brain', 'consciousness', 'culture', 'illness', 'illusion', 'science', 'technology']",23:34,3 clues to understanding your brain,5209279
307,2010-09-21,https://www.ted.com/talks/steven_johnson_where_good_ideas_come_from,Steven Johnson,"['collaboration', 'innovation', 'novel', 'science', 'technology']",17:45,Where good ideas come from,5188101
308,2018-11-19,https://www.ted.com/talks/julia_dhar_how_to_disagree_productively_and_find_common_ground,Julia Dhar,"['collaboration', 'business', 'personal growth', 'communication', 'social change', 'politics', 'society']",14:56,How to disagree productively and find common ground,5182716
309,2007-12-21,https://www.ted.com/talks/gever_tulley_5_dangerous_things_you_should_let_your_kids_do,Gever Tulley,"['children', 'design', 'entertainment', 'parenting', 'play', 'sports', 'technology']", 9:18,5 dangerous things you should let your kids do,5182081
310,2012-02-11,https://www.ted.com/talks/drew_dudley_everyday_leadership,Drew Dudley,"['TEDx', 'community', 'leadership', 'life', 'motivation']", 6:14,Everyday leadership,5166779
311,2013-08-08,https://www.ted.com/talks/eleanor_longden_the_voices_in_my_head,Eleanor Longden,"['health', 'health care', 'mental health']",14:17,The voices in my head,5165816
312,2019-12-02,https://www.ted.com/talks/anees_bahji_is_marijuana_bad_for_your_brain,Anees Bahji,"['TED-Ed', 'education', 'science', 'animation', 'physiology', 'medicine', 'human body', 'health care', 'health', 'healthcare', 'brain', 'medical research']", 6:21,Is marijuana bad for your brain?,5161790
313,2013-04-26,https://www.ted.com/talks/david_pogue_10_top_time_saving_tech_tips,David Pogue,"['culture', 'technology']", 5:44,10 top time-saving tech tips,5155807
314,2016-09-13,https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting,Julie Lythcott-Haims,"['parenting', 'education', 'children', 'family', 'goal-setting', 'happiness', 'motivation', 'personal growth', 'social change', 'society', 'success', 'teaching']",14:16,How to raise successful kids — without over-parenting,5150116
315,,https://www.ted.com/talks/dawn_maslar_the_science_of_attraction,Dawn Maslar,[], 4:19,The science of attraction,
316,2008-01-03,https://www.ted.com/talks/isabel_allende_tales_of_passion,Isabel Allende,"['entertainment', 'global issues', 'love', 'parenting', 'storytelling', 'women', 'world cultures', 'South America']",18:00,Tales of passion,5112512
317,2019-04-09,https://www.ted.com/talks/nora_mcinerny_we_don_t_move_on_from_grief_we_move_forward_with_it,Nora McInerny,"['relationships', 'love', 'life', 'death', 'personal growth', 'humanity', 'writing', 'family']",15:05,"We don't ""move on"" from grief. We move forward with it",5098463
318,2013-09-23,https://www.ted.com/talks/elizabeth_loftus_how_reliable_is_your_memory,Elizabeth Loftus,"['memory', 'psychology', 'science', 'crime', 'mind', 'cognitive science', 'sight', 'brain', 'neuroscience', 'bioethics', 'medical research', 'mental health', 'morality']",17:36,How reliable is your memory?,5090596
319,2009-02-05,https://www.ted.com/talks/bill_gates_mosquitos_malaria_and_education,Bill Gates,"['business', 'education', 'health', 'illness', 'insects', 'philanthropy', 'science', 'technology']",20:16,"Mosquitos, malaria and education",5079475
320,2012-04-10,https://www.ted.com/talks/frans_de_waal_moral_behavior_in_animals,Frans de Waal,"['TEDx', 'animals', 'community', 'monkeys', 'morality', 'science']",16:52,Moral behavior in animals,5066715
321,2014-07-18,https://www.ted.com/talks/ze_frank_are_you_human,Ze Frank,"['comedy', 'community', 'entertainment', 'humanity', 'humor', 'performance']", 4:34,Are you human?,5060679
322,2013-03-11,https://www.ted.com/talks/dan_pallotta_the_way_we_think_about_charity_is_dead_wrong,Dan Pallotta,"['business', 'culture', 'global issues', 'philanthropy']",18:54,The way we think about charity is dead wrong,5043906
323,2016-08-25,https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business,Don Tapscott,"['business', 'collaboration', 'computers', 'data', 'economics', 'future', 'innovation', 'Internet', 'privacy', 'security', 'society', 'software', 'technology', 'trust', 'blockchain', 'cryptocurrency']",18:49,How the blockchain is changing money and business,5029703
324,2011-04-19,https://www.ted.com/talks/kathryn_schulz_on_being_wrong,Kathryn Schulz,"['culture', 'failure']",17:51,On being wrong,5013080
325,2018-07-18,https://www.ted.com/talks/karla_souza_fracaso_tras_fracaso,Karla Souza,"['TED en Español', 'family', 'storytelling', 'life']",18:34,Fracaso tras fracaso,5011172
326,2019-03-01,https://www.ted.com/talks/emma_bryce_why_do_we_itch,Emma Bryce,"['health', 'psychology', 'public health', 'human body', 'animals', 'TED-Ed', 'animation', 'health care', 'healthcare', 'biology', 'physiology', 'science', 'evolution']", 4:29,Why do we itch?,5008693
327,2016-02-17,https://www.ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything,Shonda Rhimes,"['children', 'culture', 'creativity', 'decision-making', 'family', 'motivation', 'identity', 'parenting', 'personal growth', 'work', 'writing', 'television', 'work-life balance']",18:44,My year of saying yes to everything,4976206
328,,https://www.ted.com/talks/edith_widder_how_we_found_the_giant_squid,Edith Widder,[], 8:38,How we found the giant squid,
329,2014-03-19,https://www.ted.com/talks/edward_snowden_here_s_how_we_take_back_the_internet,Edward Snowden,"['Internet', 'journalism', 'law', 'surveillance', 'encryption']",35:02,Here's how we take back the Internet,4964509
330,2019-01-25,https://www.ted.com/talks/tim_harford_a_powerful_way_to_unleash_your_natural_creativity,Tim Harford,"['creativity', 'mind', 'success', 'productivity', 'motivation', 'work', 'personal growth']",17:21,A powerful way to unleash your natural creativity,4926932
331,2014-01-08,https://www.ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work,Sandra Aamodt,"['health', 'neuroscience', 'obesity', 'mindfulness']",12:42,Why dieting doesn't usually work,4915743
332,2013-07-11,https://www.ted.com/talks/jack_andraka_a_promising_test_for_pancreatic_cancer_from_a_teenager,Jack Andraka,"['cancer', 'disease', 'science', 'health', 'medicine', 'medical research', 'youth', 'biology', 'Internet', 'molecular biology', 'nanoscale']",10:49,A promising test for pancreatic cancer ... from a teenager,4906794
333,2019-01-15,https://www.ted.com/talks/iseult_gillespie_the_myth_of_pandora_s_box,Iseult Gillespie,"['animation', 'history', 'TED-Ed', 'ancient world']", 3:49,The myth of Pandora's box,4894187
334,,https://www.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work,Nigel Marsh,[],10:05,How to make work-life balance work,
335,2014-04-02,https://www.ted.com/talks/bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done,Bill and Melinda Gates,"['activism', 'business', 'money', 'philanthropy']",25:00,Why giving away our wealth has been the most satisfying thing we've done,4889014
336,2009-05-27,https://www.ted.com/talks/jay_walker_the_world_s_english_mania,Jay Walker,"['United States', 'business', 'china', 'global issues', 'language']", 4:34,The world's English mania,4888960
337,2015-10-19,https://www.ted.com/talks/will_potter_the_secret_us_prisons_you_ve_never_heard_of_before,Will Potter,"['TED Fellows', 'communication', 'crime', 'journalism', 'prison', 'privacy', 'criminal justice', 'justice system']",14:55,The secret US prisons you've never heard of before,4882000
338,2019-03-01,https://www.ted.com/talks/kate_slabosky_the_three_different_ways_mammals_give_birth,Kate Slabosky,"['health', 'animals', 'animation', 'oceans', 'sex', 'curiosity', 'TED-Ed', 'science', 'evolution', 'family', 'genetics', 'nature', 'biology', 'marine biology', 'ecology', 'pregnancy', 'monkeys', 'biodiversity']", 4:35,The three different ways mammals give birth,4879135
339,2018-03-23,https://www.ted.com/talks/amishi_jha_how_to_tame_your_wandering_mind,Amishi Jha,"['TEDx', 'brain', 'science', 'mindfulness']",18:08,How to tame your wandering mind,4876237
340,2011-04-01,https://www.ted.com/talks/eric_whitacre_a_virtual_choir_2_000_voices_strong,Eric Whitacre,"['conducting', 'entertainment', 'music', 'online video', 'virtual reality', 'crowdsourcing', 'collaboration', 'live music']",14:34,"A virtual choir 2,000 voices strong",4875825
341,2015-04-27,https://www.ted.com/talks/nick_bostrom_what_happens_when_our_computers_get_smarter_than_we_are,Nick Bostrom,"['AI', 'future', 'philosophy', 'technology', 'machine learning']",16:31,What happens when our computers get smarter than we are?,4874470
342,2013-06-10,https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like,Andrew McAfee,"['economics', 'robots', 'work']",14:15,What will future jobs look like?,4871269
343,2008-05-15,https://www.ted.com/talks/mark_bittman_what_s_wrong_with_what_we_eat,Mark Bittman,"['environment', 'food', 'green', 'obesity', 'sustainability', 'Best of the Web']",20:08,What's wrong with what we eat,4841277
344,2009-08-04,https://www.ted.com/talks/michael_pritchard_how_to_make_filthy_water_drinkable,Michael Pritchard,"['business', 'demo', 'design', 'global issues', 'invention', 'technology', 'water']", 9:31,How to make filthy water drinkable,4827677
345,2006-08-01,https://www.ted.com/talks/jeff_han_the_radical_promise_of_the_multi_touch_interface,Jeff Han,"['demo', 'design', 'interface design', 'technology']", 8:47,The radical promise of the multi-touch interface,4823646
346,2018-05-04,https://www.ted.com/talks/frances_frei_how_to_build_and_rebuild_trust,Frances Frei,"['collaboration', 'communication', 'leadership', 'social change', 'society', 'trust', 'work', 'business']",15:05,How to build (and rebuild) trust,4815224
347,2014-06-19,https://www.ted.com/talks/jamila_lyiscott_3_ways_to_speak_english,Jamila Lyiscott,"['culture', 'language', 'race', 'spoken word']", 4:29,3 ways to speak English,4808869
348,2009-12-07,https://www.ted.com/talks/sunitha_krishnan_the_fight_against_sex_slavery,Sunitha Krishnan,"['Asia', 'Slavery', 'children', 'global issues', 'poverty', 'sex', 'trafficking', 'women', 'sexual violence']",12:42,The fight against sex slavery,4807688
349,2019-05-29,https://www.ted.com/talks/baratunde_thurston_how_to_deconstruct_racism_one_headline_at_a_time,Baratunde Thurston,"['race', 'social change', 'humanity', 'activism', 'law', 'violence', 'United States', 'community', 'society', 'inequality', 'history']",16:50,"How to deconstruct racism, one headline at a time",4777190
350,2014-05-09,https://www.ted.com/talks/mark_ronson_how_sampling_transformed_music,Mark Ronson,"['music', 'performance', 'live music', 'entertainment']",16:50,How sampling transformed music,4766382
351,2019-02-22,https://www.ted.com/talks/claudia_aguirre_what_makes_tattoos_permanent,Claudia Aguirre,"['TED-Ed', 'animation', 'human body', 'science', 'biology', 'art', 'history', 'culture']", 4:10,What makes tattoos permanent?,4755306
352,2019-03-15,https://www.ted.com/talks/dennis_shasha_can_you_solve_the_control_room_riddle,Dennis Shasha,"['TED-Ed', 'math', 'animation']", 3:40,Can you solve the control room riddle?,4745840
353,2017-11-02,https://www.ted.com/talks/giulia_enders_the_surprisingly_charming_science_of_your_gut,Giulia Enders,"['bacteria', 'health', 'human body', 'medical research', 'medicine', 'TEDx', 'science']",14:03,The surprisingly charming science of your gut,4715460
354,2019-02-22,https://www.ted.com/talks/matt_anticole_why_the_metric_system_matters,Matt Anticole,"['history', 'math', 'TED-Ed', 'animation', 'humanity', 'human origins']", 4:52,Why the metric system matters,4705058
355,2016-10-07,https://www.ted.com/talks/john_mcwhorter_4_reasons_to_learn_a_new_language,John McWhorter,"['communication', 'education', 'online video', 'language', 'world cultures', 'personal growth', 'writing']",10:01,4 reasons to learn a new language,4704924
356,2015-12-11,https://www.ted.com/talks/nicole_paris_and_ed_cage_a_beatboxing_lesson_from_a_father_daughter_duo,Nicole Paris and Ed Cage,"['TEDYouth', 'art', 'music', 'performance', 'family', 'entertainment', 'live music']", 7:01,A beatboxing lesson from a father-daughter duo,4704477
357,2006-07-10,https://www.ted.com/talks/julia_sweeney_letting_go_of_god,Julia Sweeney,"['Christianity', 'God', 'atheism', 'comedy', 'culture', 'performance', 'religion', 'storytelling', 'humor']",16:32,Letting go of God,4703102
